city,state_id,state_name,county_name,lat,lng,density,ranking,Price,home_value
West Little River,FL,Florida,Miami-Dade,25.8571,-80.2367,2718.7,2,$278,190786
Spring Valley,NY,New York,Rockland,41.1151,-74.0486,6209.4,2,$278,308783
Beverly Hills,CA,California,Los Angeles,34.0786,-118.4021,2280.2,2,$278,2000001
Chester,PA,Pennsylvania,Delaware,39.8456,-75.3718,2704.4,2,$278,72555
Uniondale,NY,New York,Nassau,40.7176,-73.5947,2205.3,2,$278,423477
Kiryas Joel,NY,New York,Orange,41.3411,-74.1667,6843.8,2,$278,567226
Garfield,NJ,New Jersey,Bergen,40.8791,-74.1085,5801.9,2,$278,375141
Franklin Square,NY,New York,Nassau,40.7002,-73.6775,4228.1,2,$278,556205
Juneau,AK,Alaska,Juneau,58.4546,-134.1739,4.6,2,$277,357894
Helena,MT,Montana,Lewis and Clark,46.5965,-112.0202,748.8,2,$277,278458
Lawndale,CA,California,Los Angeles,33.8884,-118.3531,6369.2,2,$277,577786
San Pablo,CA,California,Contra Costa,37.9629,-122.3426,4554.7,2,$277,413827
Ithaca,NY,New York,Tompkins,42.4442,-76.5032,2200.7,2,$277,278284
Long Branch,NJ,New Jersey,Monmouth,40.2965,-73.9915,2292.3,2,$277,397756
Bay Shore,NY,New York,Suffolk,40.7288,-73.2495,2163.6,2,$277,376602
Port Chester,NY,New York,Westchester,41.0051,-73.668,4844.2,2,$277,497882
Sterling,VA,Virginia,Loudoun,39.0052,-77.405,2185.7,2,$277,403939
Oceanside,NY,New York,Nassau,40.6328,-73.6364,2337.8,2,$277,535640
Burlingame,CA,California,San Mateo,37.5859,-122.3667,2642.9,2,$277,1969823
West Falls Church,VA,Virginia,Fairfax,38.8648,-77.1878,2418.1,2,$277,576890
Ridley,PA,Pennsylvania,Delaware,39.8854,-75.328,2352.8,2,$277,204341
Parkville,MD,Maryland,Baltimore,39.3832,-76.5519,2744.7,2,$277,212729
San Carlos,CA,California,San Mateo,37.4982,-122.2677,2115.1,2,$277,1890964
Santa Paula,CA,California,Ventura,34.3545,-119.0656,2115.3,2,$277,435700
Miami Lakes,FL,Florida,Miami-Dade,25.9125,-80.3214,2117.2,2,$277,443465
San Lorenzo,CA,California,Alameda,37.6733,-122.1332,3818,2,$277,651636
Middletown,NY,New York,Orange,41.4459,-74.4236,2039,2,$277,190743
Nutley,NJ,New Jersey,Essex,40.8192,-74.1571,3266.5,2,$277,404466
East Palo Alto,CA,California,San Mateo,37.4671,-122.1352,4497.7,2,$277,957907
Oak Park,MI,Michigan,Oakland,42.4649,-83.1824,2209,2,$277,145490
Rahway,NJ,New Jersey,Union,40.6077,-74.2807,2942.3,2,$277,293347
Melrose,MA,Massachusetts,Middlesex,42.4556,-71.059,2312.7,2,$277,638497
Laurel,MD,Maryland,Prince George's,39.0949,-76.8622,2063.7,2,$277,297149
Suisun City,CA,California,Solano,38.2473,-122.0091,2839.7,2,$276,418571
Burbank,IL,Illinois,Cook,41.7444,-87.7686,2634.1,2,$276,215315
Golden Gate,FL,Florida,Collier,26.1844,-81.7031,3003.7,2,$276,268133
Englewood,NJ,New Jersey,Bergen,40.8917,-73.9736,2225.5,2,$276,409003
East Niles,CA,California,Kern,35.3683,-118.9225,2114.3,2,$276,159963
Drexel Hill,PA,Pennsylvania,Delaware,39.9495,-75.3038,3371.5,2,$276,190297
Frankfort,KY,Kentucky,Franklin,38.1924,-84.8643,724.2,2,$276,135577
Bergenfield,NJ,New Jersey,Bergen,40.9236,-73.9982,3639.5,2,$276,386204
Ewa Gentry,HI,Hawaii,Honolulu,21.3344,-158.0262,4780.3,2,$276,618838
Belmont,CA,California,San Mateo,37.5154,-122.2953,2248.7,2,$276,1682156
Mililani Town,HI,Hawaii,Honolulu,21.4465,-158.0147,2644.3,2,$276,731070
Reisterstown,MD,Maryland,Baltimore,39.455,-76.814,2108.3,2,$276,266469
Easton,PA,Pennsylvania,Northampton,40.6858,-75.2209,2470,2,$276,132171
Hamtramck,MI,Michigan,Wayne,42.3954,-83.0559,4009.9,2,$276,82332
Lemon Grove,CA,California,San Diego,32.7331,-117.0344,2661.7,2,$276,478737
Monsey,NY,New York,Rockland,41.1181,-74.0682,3996.9,2,$276,731853
Lindenhurst,NY,New York,Suffolk,40.6858,-73.371,2770.4,2,$276,395381
Belmont,MA,Massachusetts,Middlesex,42.396,-71.1795,2173.3,2,$276,940938
South Pasadena,CA,California,Los Angeles,34.1103,-118.1573,2885.7,2,$276,1167435
Leisure City,FL,Florida,Miami-Dade,25.4935,-80.4363,3161,2,$276,246732
Bridgeton,NJ,New Jersey,Cumberland,39.4286,-75.2281,5433.1,2,$276,110464
Palm Springs,FL,Florida,Palm Beach,26.6348,-80.0969,2309.7,2,$276,174195
Suitland,MD,Maryland,Prince George's,38.8492,-76.9225,2298,2,$276,256750
Imperial Beach,CA,California,San Diego,32.5693,-117.118,2459.7,2,$276,636786
West Whittier-Los Nietos,CA,California,Los Angeles,33.9759,-118.0689,4001.5,2,$276,509119
Tysons,VA,Virginia,Fairfax,38.9215,-77.2273,2283.9,2,$275,549919
Lodi,NJ,New Jersey,Bergen,40.8784,-74.0814,4144.2,2,$275,393333
Oak Ridge,FL,Florida,Orange,28.4727,-81.4169,2567.2,2,$275,155044
El Cerrito,CA,California,Contra Costa,37.9196,-122.3025,2658.3,2,$275,894197
Coral Terrace,FL,Florida,Miami-Dade,25.7464,-80.3049,2934.4,2,$275,392956
Rockville Centre,NY,New York,Nassau,40.6643,-73.6383,2916,2,$275,691118
Ives Estates,FL,Florida,Miami-Dade,25.9632,-80.183,3747.3,2,$275,217685
Cloverleaf,TX,Texas,Harris,29.7882,-95.1724,3246,2,$275,122496
Mill Creek East,WA,Washington,Snohomish,47.8361,-122.1877,2138.5,2,$275,638271
Cliffside Park,NJ,New Jersey,Bergen,40.8222,-73.9879,10264.8,2,$275,469480
Maywood,CA,California,Los Angeles,33.9886,-118.1877,8938.8,2,$275,484789
Maplewood,NJ,New Jersey,Essex,40.733,-74.2712,2505.1,2,$275,565484
Melrose Park,IL,Illinois,Cook,41.903,-87.8636,2253.1,2,$275,221103
Terrytown,LA,Louisiana,Jefferson,29.9014,-90.0279,2744.5,2,$275,177411
Peekskill,NY,New York,Westchester,41.2884,-73.9227,2143,2,$275,306325
Soledad,CA,California,Monterey,36.4432,-121.3426,2221.9,2,$275,416812
Carteret,NJ,New Jersey,Middlesex,40.5849,-74.2284,2066.5,2,$275,284458
University Park,TX,Texas,Dallas,32.8506,-96.7937,2621.7,2,$275,1385947
South Bradenton,FL,Florida,Manatee,27.4612,-82.5822,2135.1,2,$275,105650
Riverbank,CA,California,Stanislaus,37.726,-120.9433,2017.6,2,$275,343401
Herndon,VA,Virginia,Fairfax,38.9699,-77.3867,2213.8,2,$275,469976
North Lynnwood,WA,Washington,Snohomish,47.8533,-122.2762,2973.4,2,$275,432926
Elmwood Park,IL,Illinois,Cook,41.9225,-87.8163,4911.1,2,$275,275842
Landover,MD,Maryland,Prince George's,38.9241,-76.8875,2219.2,2,$275,258033
Bailey's Crossroads,VA,Virginia,Fairfax,38.8477,-77.1305,4415.5,2,$274,368439
Rosemont,CA,California,Sacramento,38.5478,-121.3553,2090.9,2,$274,350679
Decatur,GA,Georgia,DeKalb,33.7711,-84.2963,2084.2,2,$274,586921
San Fernando,CA,California,Los Angeles,34.2886,-118.4362,3942.4,2,$274,527298
Willowbrook,CA,California,Los Angeles,33.9209,-118.2356,5619.9,2,$274,375073
Watauga,TX,Texas,Tarrant,32.8719,-97.2515,2273.2,2,$274,169824
Ashland,CA,California,Alameda,37.6942,-122.1159,4938.1,2,$274,585200
Copiague,NY,New York,Suffolk,40.6707,-73.3922,2896.8,2,$274,358827
Maywood,IL,Illinois,Cook,41.8798,-87.8442,3317.8,2,$274,166753
Jasmine Estates,FL,Florida,Pasco,28.293,-82.6907,2400.5,2,$274,122061
Millbrae,CA,California,San Mateo,37.5994,-122.4023,2716.5,2,$274,1605549
Cudahy,CA,California,Los Angeles,33.9631,-118.183,7748.7,2,$274,
West Puente Valley,CA,California,Los Angeles,34.0513,-117.9681,4864.7,2,$274,472210
East San Gabriel,CA,California,Los Angeles,34.1157,-118.0791,4090.3,2,$274,818440
Blue Island,IL,Illinois,Cook,41.6578,-87.6811,2196.4,2,$274,134106
Hialeah Gardens,FL,Florida,Miami-Dade,25.8878,-80.3569,2821.6,2,$274,234726
North Plainfield,NJ,New Jersey,Somerset,40.6209,-74.4386,2949.3,2,$274,283096
Woodlawn,VA,Virginia,Fairfax,38.7332,-77.1149,3814.9,2,$274,287629
Roselle,NJ,New Jersey,Union,40.6527,-74.2599,3179.5,2,$274,250155
The Crossings,FL,Florida,Miami-Dade,25.6708,-80.4018,2594.6,2,$274,325511
Dover,PA,Pennsylvania,York,40.0019,-76.8698,202.7,2,$274,169021
Hillside,NJ,New Jersey,Union,40.6961,-74.2286,3063.9,2,$274,300319
Massapequa,NY,New York,Nassau,40.6676,-73.4706,2336,2,$274,570681
Sunny Isles Beach,FL,Florida,Miami-Dade,25.9385,-80.1246,8349.2,2,$274,358341
Central Falls,RI,Rhode Island,Providence,41.8901,-71.3934,6285.3,2,$274,184425
West Carson,CA,California,Los Angeles,33.8229,-118.2931,3867.6,2,$273,511213
West Rancho Dominguez,CA,California,Los Angeles,33.9057,-118.2683,2135.4,2,$273,444658
Hayesville,OR,Oregon,Marion,44.9793,-122.9738,2836.8,2,$273,229616
Valinda,CA,California,Los Angeles,34.04,-117.93,4347.7,2,$273,501290
Four Square Mile,CO,Colorado,Arapahoe,39.6808,-104.888,3143.2,2,$273,365428
Columbia Heights,MN,Minnesota,Anoka,45.0484,-93.2472,2294,2,$273,210457
North Bellmore,NY,New York,Nassau,40.6904,-73.539,3156.6,2,$273,544991
Lennox,CA,California,Los Angeles,33.938,-118.3586,7936.6,2,$273,560035
Elmwood Park,NJ,New Jersey,Bergen,40.9049,-74.1201,2924.6,2,$273,378934
Lealman,FL,Florida,Pinellas,27.8197,-82.6847,2075.4,2,$273,128468
Mountlake Terrace,WA,Washington,Snohomish,47.7921,-122.3077,2030.4,2,$273,452370
McNair,VA,Virginia,Fairfax,38.9513,-77.4115,3928.4,2,$273,453594
Lomita,CA,California,Los Angeles,33.7933,-118.3175,4081,2,$273,642034
Mineola,NY,New York,Nassau,40.747,-73.6394,4018.6,2,$273,562794
Hyattsville,MD,Maryland,Prince George's,38.9613,-76.9548,2607.4,2,$273,380330
Langley Park,MD,Maryland,Prince George's,38.9897,-76.9808,7530.6,2,$273,248888
West Hempstead,NY,New York,Nassau,40.6959,-73.6507,2874.5,2,$273,503062
Lynbrook,NY,New York,Nassau,40.6579,-73.6742,3729.9,2,$273,519604
Palisades Park,NJ,New Jersey,Bergen,40.8472,-73.9966,6448.7,2,$273,603698
La Crescenta-Montrose,CA,California,Los Angeles,34.2322,-118.2353,2271.8,2,$273,927048
Sherrelwood,CO,Colorado,Adams,39.839,-105.0014,3019.8,2,$273,326221
Morristown,NJ,New Jersey,Morris,40.7967,-74.4772,2530.3,2,$273,469191
Albany,CA,California,Alameda,37.8897,-122.3018,4345.3,2,$273,966931
Evergreen Park,IL,Illinois,Cook,41.7213,-87.7013,2355,2,$273,212128
South El Monte,CA,California,Los Angeles,34.0493,-118.0484,2823,2,$273,477830
North Amityville,NY,New York,Suffolk,40.7005,-73.4119,3094.8,2,$272,357972
Hermosa Beach,CA,California,Los Angeles,33.8653,-118.3962,5185,2,$272,1675865
South San Jose Hills,CA,California,Los Angeles,34.0123,-117.9043,4925.2,2,$272,403843
Bayshore Gardens,FL,Florida,Manatee,27.4345,-82.5793,2241.7,2,$272,122203
Seabrook,MD,Maryland,Prince George's,38.9802,-76.8502,2386.5,2,$272,323494
Brookfield,IL,Illinois,Cook,41.8245,-87.847,2334,2,$272,276349
Hawthorne,NJ,New Jersey,Passaic,40.9579,-74.1582,2182.9,2,$272,420358
Sweetwater,FL,Florida,Miami-Dade,25.7785,-80.376,3672.7,2,$272,188518
Ferndale,MI,Michigan,Oakland,42.4592,-83.1313,2005.5,2,$272,193688
Winthrop,MA,Massachusetts,Suffolk,42.3761,-70.9846,4532.3,2,$272,517151
Merrifield,VA,Virginia,Fairfax,38.8731,-77.2426,2650.2,2,$272,519101
East Massapequa,NY,New York,Nassau,40.6742,-73.4359,2121.2,2,$272,496517
Cedar Mill,OR,Oregon,Washington,45.5355,-122.8006,2164.6,2,$272,668779
Norwood,OH,Ohio,Hamilton,39.1605,-84.4535,2437.6,2,$272,162127
Point Pleasant,NJ,New Jersey,Ocean,40.0772,-74.0702,2066.6,2,$272,411630
Greenfield,CA,California,Monterey,36.3242,-121.2428,2327,2,$272,349152
Harrison,NJ,New Jersey,Hudson,40.7431,-74.1531,5838,2,$272,376913
Rutherford,NJ,New Jersey,Bergen,40.8203,-74.1057,2551.2,2,$272,503229
Bellwood,IL,Illinois,Cook,41.8829,-87.8762,3026.7,2,$272,174896
North Babylon,NY,New York,Suffolk,40.7314,-73.3248,2093,2,$272,388315
Country Walk,FL,Florida,Miami-Dade,25.633,-80.4353,2801.1,2,$272,387721
Sudley,VA,Virginia,Prince William,38.7878,-77.4961,2524,2,$272,326368
West Chester,PA,Pennsylvania,Chester,39.9601,-75.6058,4189.5,2,$272,406682
North Massapequa,NY,New York,Nassau,40.7031,-73.4678,2352,2,$272,511957
North Bay Shore,NY,New York,Suffolk,40.7602,-73.2617,2382.7,2,$272,341957
Lansdale,PA,Pennsylvania,Montgomery,40.2417,-75.2812,2173.5,2,$271,252356
Dover,NJ,New Jersey,Morris,40.8859,-74.5597,2578.1,2,$271,275931
Hybla Valley,VA,Virginia,Fairfax,38.7484,-77.0821,3467.6,2,$271,338850
Kingstowne,VA,Virginia,Fairfax,38.7625,-77.1444,2367.5,2,$271,512396
North Valley Stream,NY,New York,Nassau,40.684,-73.7077,3875.2,2,$271,481930
Franconia,VA,Virginia,Fairfax,38.7682,-77.1587,2161.8,2,$271,453332
Schofield Barracks,HI,Hawaii,Honolulu,21.4936,-158.0617,2546.3,2,$271,
Burke Centre,VA,Virginia,Fairfax,38.7903,-77.2999,2212.6,2,$271,483739
Bostonia,CA,California,San Diego,32.8189,-116.948,3514,2,$271,
South Orange Village,NJ,New Jersey,Essex,40.7491,-74.2602,2256.8,2,$271,669261
Roosevelt,NY,New York,Nassau,40.6797,-73.5837,3603.5,2,$271,353892
Dumont,NJ,New Jersey,Bergen,40.9452,-73.9923,3485.5,2,$271,393336
Brownsville,FL,Florida,Miami-Dade,25.8216,-80.2417,2959.9,2,$271,231197
Idylwood,VA,Virginia,Fairfax,38.8896,-77.2056,2494.8,2,$271,622998
Iselin,NJ,New Jersey,Middlesex,40.5697,-74.3172,2126.2,2,$271,327908
Bryn Mawr-Skyway,WA,Washington,King,47.4949,-122.241,2386.7,2,$271,479317
Takoma Park,MD,Maryland,Montgomery,38.981,-77.0028,3269.9,2,$271,621868
Glassmanor,MD,Maryland,Prince George's,38.8181,-76.9833,2707.3,2,$271,271799
Wahiawa,HI,Hawaii,Honolulu,21.5012,-158.0178,2773.1,2,$271,579326
Woodmere,NY,New York,Nassau,40.6375,-73.7219,2546.5,2,$271,801957
Bellaire,TX,Texas,Harris,29.704,-95.4621,2024.7,2,$271,860761
Massapequa Park,NY,New York,Nassau,40.6817,-73.4496,3021.3,2,$271,540101
East Riverdale,MD,Maryland,Prince George's,38.96,-76.9109,3918.9,2,$271,291847
Pinewood,FL,Florida,Miami-Dade,25.8697,-80.2174,3754.3,2,$271,230866
Hillcrest Heights,MD,Maryland,Prince George's,38.8373,-76.9641,2561.4,2,$271,265375
Manassas Park,VA,Virginia,Manassas Park,38.7709,-77.4429,2233.3,2,$270,328830
Adelphi,MD,Maryland,Prince George's,39.0017,-76.9649,2326.5,2,$270,340814
New Milford,NJ,New Jersey,Bergen,40.9337,-74.0196,2786.7,2,$270,440857
Clayton,MO,Missouri,St. Louis,38.6444,-90.3303,2580.8,2,$270,683186
Bull Run,VA,Virginia,Prince William,38.7802,-77.5204,2481.4,2,$270,290167
Ocean Pointe,HI,Hawaii,Honolulu,21.3145,-158.0289,2992.8,2,$270,700418
Palmetto Estates,FL,Florida,Miami-Dade,25.6211,-80.3616,2937.2,2,$270,307786
Four Corners,OR,Oregon,Marion,44.929,-122.9732,2603.3,2,$270,233406
Bellmore,NY,New York,Nassau,40.6569,-73.5285,2599.9,2,$270,569444
Ojus,FL,Florida,Miami-Dade,25.9563,-80.1606,2473.8,2,$270,297387
Walnut Park,CA,California,Los Angeles,33.9682,-118.222,8211.9,2,$270,459011
Vincent,CA,California,Los Angeles,34.0983,-117.9238,4300.6,2,$270,479887
Artesia,CA,California,Los Angeles,33.8676,-118.0805,3920.9,2,$270,637048
South Houston,TX,Texas,Harris,29.6611,-95.2285,2220.8,2,$270,123531
North Arlington,NJ,New Jersey,Bergen,40.7874,-74.1273,2437.1,2,$270,389259
Stanford,CA,California,Santa Clara,37.4252,-122.1674,2274.1,2,$270,1864021
La Grange,IL,Illinois,Cook,41.8072,-87.8741,2378.7,2,$270,517349
Weehawken,NJ,New Jersey,Hudson,40.7677,-74.0168,7269.1,2,$270,731207
Floral Park,NY,New York,Nassau,40.7227,-73.7029,4341.8,2,$270,617101
Parkway,CA,California,Sacramento,38.4993,-121.452,2609.3,2,$270,291483
South River,NJ,New Jersey,Middlesex,40.4455,-74.3783,2200.7,2,$270,321970
New Cassel,NY,New York,Nassau,40.7602,-73.5649,3915.5,2,$270,419029
Glenmont,MD,Maryland,Montgomery,39.0698,-77.0467,2083.6,2,$270,444968
Stone Ridge,VA,Virginia,Loudoun,38.9294,-77.5557,2245.9,2,$270,544357
Westbury,NY,New York,Nassau,40.7599,-73.5891,2527.1,2,$270,496304
Isla Vista,CA,California,Santa Barbara,34.4128,-119.8614,11020,2,$269,
White Center,WA,Washington,King,47.5086,-122.3479,2718.3,2,$269,462192
La Palma,CA,California,Orange,33.8504,-118.0407,3395.1,2,$269,734726
Seaford,NY,New York,Nassau,40.6678,-73.4922,2241.8,2,$269,536172
Cherryland,CA,California,Alameda,37.6792,-122.1038,5168.9,2,$269,582911
Princeton Meadows,NJ,New Jersey,Middlesex,40.3347,-74.5651,2159.5,2,$269,576330
Asbury Park,NJ,New Jersey,Monmouth,40.2226,-74.0119,4197.7,2,$269,377417
Norridge,IL,Illinois,Cook,41.9637,-87.8231,3089.5,2,$269,313591
Harper Woods,MI,Michigan,Wayne,42.439,-82.9293,2030.6,2,$269,111885
Haddon,NJ,New Jersey,Camden,39.9063,-75.0625,2088.4,2,$269,287525
Berkley,MI,Michigan,Oakland,42.4986,-83.1853,2266.8,2,$269,238886
Hazel Park,MI,Michigan,Oakland,42.4619,-83.0977,2254.1,2,$269,105042
Kenmore,NY,New York,Erie,42.9646,-78.8713,4055.4,2,$269,152623
Pacific Grove,CA,California,Monterey,36.6188,-121.9259,2084.5,2,$269,927252
North New Hyde Park,NY,New York,Nassau,40.746,-73.6876,2899.3,2,$269,682366
West Park,FL,Florida,Broward,25.984,-80.1923,2643.9,2,$269,251505
South Farmingdale,NY,New York,Nassau,40.7175,-73.4473,2600,2,$269,460989
Halawa,HI,Hawaii,Honolulu,21.3753,-157.9185,2255.2,2,$269,852351
West University Place,TX,Texas,Harris,29.7157,-95.4321,3003.4,2,$269,1218605
Highland Park,NJ,New Jersey,Middlesex,40.5006,-74.4283,2926.5,2,$269,376166
Fairview,NJ,New Jersey,Bergen,40.8182,-74.0022,6506.9,2,$269,431871
Whitefish Bay,WI,Wisconsin,Milwaukee,43.1131,-87.9003,2535.3,2,$269,411494
Lake Stickney,WA,Washington,Snohomish,47.8733,-122.2582,2777.3,2,$269,470730
Salida,CA,California,Stanislaus,37.7083,-121.0842,2659.6,2,$269,344601
Parlier,CA,California,Fresno,36.6087,-119.5434,2507.9,2,$269,183198
Ewa Beach,HI,Hawaii,Honolulu,21.3181,-158.0073,4473.8,2,$268,584191
Key Biscayne,FL,Florida,Miami-Dade,25.6908,-80.1653,3983.1,2,$268,1248705
Kemp Mill,MD,Maryland,Montgomery,39.0412,-77.0215,2279,2,$268,442114
Falls Church,VA,Virginia,Falls Church,38.8847,-77.1751,2699.7,2,$268,840269
Wilkinsburg,PA,Pennsylvania,Allegheny,40.4442,-79.8733,2633.6,2,$268,103611
Lemon Hill,CA,California,Sacramento,38.5172,-121.4573,3556,2,$268,252520
East Rancho Dominguez,CA,California,Los Angeles,33.8949,-118.1956,7170.2,2,$268,405088
Clarkston,GA,Georgia,DeKalb,33.8117,-84.2403,2667.9,2,$268,194291
Chicago Ridge,IL,Illinois,Cook,41.7034,-87.7795,2388.2,2,$268,169102
Ardmore,PA,Pennsylvania,Montgomery,40.0033,-75.2947,2658.7,2,$268,354079
Newport,KY,Kentucky,Campbell,39.0856,-84.4868,2108.4,2,$268,164269
North Fair Oaks,CA,California,San Mateo,37.4754,-122.2034,4839.8,2,$268,1062336
Forest Park,IL,Illinois,Cook,41.8683,-87.8157,2219.8,2,$268,267061
Edgewater,NJ,New Jersey,Bergen,40.8237,-73.974,5125.2,2,$268,654771
Flower Hill,MD,Maryland,Montgomery,39.1676,-77.1824,2620,2,$268,356417
East Cleveland,OH,Ohio,Cuyahoga,41.5317,-81.5794,2134.9,2,$268,65396
Hawaiian Gardens,CA,California,Los Angeles,33.8304,-118.0728,5805.6,2,$268,426217
Willowick,OH,Ohio,Lake,41.6342,-81.4678,2146.5,2,$268,127435
Gladeview,FL,Florida,Miami-Dade,25.8395,-80.2368,2034.9,2,$268,183067
Pierre,SD,South Dakota,Hughes,44.3748,-100.3205,412.2,2,$268,183376
Federal Heights,CO,Colorado,Adams,39.8651,-105.0154,2937.4,2,$268,138766
Collingswood,NJ,New Jersey,Camden,39.916,-75.0758,3097.2,2,$268,275497
Huntington,VA,Virginia,Fairfax,38.7916,-77.074,4624.4,2,$268,425469
Roselle Park,NJ,New Jersey,Union,40.6653,-74.2666,4280.1,2,$268,319762
University Heights,OH,Ohio,Cuyahoga,41.4948,-81.535,2728.9,2,$267,179376
Bexley,OH,Ohio,Franklin,39.965,-82.9343,2201.6,2,$267,405924
Waimalu,HI,Hawaii,Honolulu,21.3913,-157.9345,2891.9,2,$267,470003
Westmont,NJ,New Jersey,Camden,39.9082,-75.0551,2273.6,2,$267,301200
Shorewood,WI,Wisconsin,Milwaukee,43.0913,-87.8864,3217.8,2,$267,356749
Olympia Heights,FL,Florida,Miami-Dade,25.724,-80.3388,2034.7,2,$267,396974
Little Falls,NJ,New Jersey,Passaic,40.8762,-74.2181,2001.4,2,$267,379574
Wyandanch,NY,New York,Suffolk,40.7496,-73.3633,2068.4,2,$267,312896
New Carrollton,MD,Maryland,Prince George's,38.9656,-76.8775,3187.6,2,$267,315661
Indiana,PA,Pennsylvania,Indiana,40.622,-79.1552,2888.6,2,$267,113009
La Grange Park,IL,Illinois,Cook,41.8308,-87.8723,2270.6,2,$267,372009
Bothell East,WA,Washington,Snohomish,47.8064,-122.1844,2424.6,2,$267,802288
Avocado Heights,CA,California,Los Angeles,34.0391,-117.997,2373.6,2,$267,569848
Coatesville,PA,Pennsylvania,Chester,39.9849,-75.82,2796,2,$267,126029
Kingston,PA,Pennsylvania,Luzerne,41.2652,-75.8876,2313.2,2,$267,130980
Carpinteria,CA,California,Santa Barbara,34.3962,-119.5118,2006.1,2,$267,721999
Woodland Park,NJ,New Jersey,Passaic,40.8904,-74.1946,3292.5,2,$267,398683
Maili,HI,Hawaii,Honolulu,21.4133,-158.1701,2844.4,2,$267,502638
Ridgefield Park,NJ,New Jersey,Bergen,40.8543,-74.0201,2928.1,2,$267,389359
Pelham,NY,New York,Westchester,40.9,-73.8063,2217.7,2,$267,808719
Sugarland Run,VA,Virginia,Loudoun,39.0309,-77.3762,2432.7,2,$267,450021
Home Gardens,CA,California,Riverside,33.8783,-117.5116,3076,2,$267,396993
Naranja,FL,Florida,Miami-Dade,25.5164,-80.4222,3160.7,2,$267,225715
Fords,NJ,New Jersey,Middlesex,40.5359,-74.3126,2556.8,2,$267,328034
Cornelius,OR,Oregon,Washington,45.5188,-123.051,2107.5,2,$267,324114
Grover Beach,CA,California,San Luis Obispo,35.1204,-120.6197,2251.3,2,$266,577091
Red Bank,NJ,New Jersey,Monmouth,40.348,-74.0672,2662.8,2,$266,403160
Emeryville,CA,California,Alameda,37.8382,-122.2932,3541.7,2,$266,569489
Salisbury,NY,New York,Nassau,40.7454,-73.5604,2757.1,2,$266,543569
Somerville,NJ,New Jersey,Somerset,40.5696,-74.6092,2004.9,2,$266,341578
North Merrick,NY,New York,Nassau,40.6871,-73.5615,2703.8,2,$266,551793
Patchogue,NY,New York,Suffolk,40.7621,-73.0185,2116.3,2,$266,364724
Alum Rock,CA,California,Santa Clara,37.3694,-121.8238,5242.3,2,$266,722716
Newman,CA,California,Stanislaus,37.3156,-121.0212,2152,2,$266,298830
Hasbrouck Heights,NJ,New Jersey,Bergen,40.8618,-74.0741,3048,2,$266,448418
River Edge,NJ,New Jersey,Bergen,40.9269,-74.0387,2425,2,$266,549465
South Miami,FL,Florida,Miami-Dade,25.7079,-80.2952,2036.5,2,$266,578094
Yeadon,PA,Pennsylvania,Delaware,39.9325,-75.2527,2782.9,2,$266,141060
University of California-Santa Barbara,CA,California,Santa Barbara,34.4151,-119.8568,3469.9,2,$266,425164
Guttenberg,NJ,New Jersey,Hudson,40.7928,-74.0049,18829.8,2,$266,313600
Wallington,NJ,New Jersey,Bergen,40.8536,-74.1069,4487.2,2,$266,394857
Rossmoor,CA,California,Orange,33.7887,-118.0803,2952.1,2,$266,1099919
North Wantagh,NY,New York,Nassau,40.6983,-73.5086,2392.1,2,$266,480359
Bound Brook,NJ,New Jersey,Somerset,40.5676,-74.5383,2383.1,2,$266,292166
Signal Hill,CA,California,Los Angeles,33.803,-118.1681,2015.7,2,$266,569902
La Riviera,CA,California,Sacramento,38.5683,-121.3544,2351.4,2,$266,337417
Oak Hills,OR,Oregon,Washington,45.5405,-122.8413,2896.2,2,$266,505092
Wilton Manors,FL,Florida,Broward,26.1593,-80.1395,2466.3,2,$266,421528
Clawson,MI,Michigan,Oakland,42.5367,-83.1504,2090.4,2,$266,205700
Hillcrest,CA,California,Kern,35.379,-118.9578,3305.6,2,$266,191461
Cherry Creek,CO,Colorado,Arapahoe,39.6094,-104.8645,2660,2,$265,696415
Suffern,NY,New York,Rockland,41.1138,-74.1422,2015.1,2,$265,290215
Piedmont,CA,California,Alameda,37.8225,-122.2301,2601.8,2,$265,2000001
View Park-Windsor Hills,CA,California,Los Angeles,33.9955,-118.3483,2437,2,$265,869759
North Lindenhurst,NY,New York,Suffolk,40.7072,-73.3859,2172,2,$265,364069
Summit,IL,Illinois,Cook,41.7877,-87.8146,2035.7,2,$265,192176
Great Neck,NY,New York,Nassau,40.8029,-73.7333,2965.5,2,$265,891762
East Bakersfield,CA,California,Kern,35.3832,-118.9743,5029.9,2,$265,115113
Lansdowne,PA,Pennsylvania,Delaware,39.9408,-75.276,3476.4,2,$265,162294
Northbrook,OH,Ohio,Hamilton,39.2467,-84.5796,2148.8,2,$265,97088
Waipio,HI,Hawaii,Honolulu,21.4143,-157.9966,3328,2,$265,523568
Little Ferry,NJ,New Jersey,Bergen,40.8464,-74.0388,2812.9,2,$265,362168
Westwood Lakes,FL,Florida,Miami-Dade,25.7237,-80.3717,2581.4,2,$265,373566
