city,state_id,state_name,county_name,lat,lng,density,ranking,Price,home_value
Sterling Heights,MI,Michigan,Macomb,42.5809,-83.0305,1401.5,2,$312,213014
Coral Springs,FL,Florida,Broward,26.2702,-80.2591,2252.2,2,$311,393177
Johnson City,TN,Tennessee,Washington,36.3406,-82.3806,594.9,2,$311,182654
Carrollton,TX,Texas,Dallas,32.989,-96.8999,1446.4,2,$311,283960
Midland,TX,Texas,Midland,32.0243,-102.1147,722.2,2,$311,246651
Yakima,WA,Washington,Yakima,46.5923,-120.5496,1302.9,2,$311,202801
Lakewood,NJ,New Jersey,Ocean,40.0763,-74.2031,1629.9,2,$311,352420
Bellingham,WA,Washington,Whatcom,48.7548,-122.469,1246.1,2,$310,437976
Yuba City,CA,California,Sutter,39.1357,-121.6383,1718.2,2,$310,320958
Amherst,NY,New York,Erie,43.0117,-78.757,912.9,2,$310,227422
South Lyon,MI,Michigan,Oakland,42.4614,-83.6526,1219.6,2,$310,214597
Santa Clara,CA,California,Santa Clara,37.3646,-121.968,2677.1,2,$310,1199036
St. George,UT,Utah,Washington,37.0758,-113.5752,429,2,$310,344026
Fort Smith,AR,Arkansas,Sebastian,35.3495,-94.3695,529.7,2,$309,137165
Simi Valley,CA,California,Ventura,34.2663,-118.749,1168.8,2,$309,635023
Dover,DE,Delaware,Kent,39.161,-75.5202,617.8,2,$309,194138
Norman,OK,Oklahoma,Cleveland,35.2335,-97.3471,268.2,2,$309,192968
Abilene,TX,Texas,Taylor,32.4543,-99.7384,451.3,2,$309,134088
Billings,MT,Montana,Yellowstone,45.7891,-108.5526,945,2,$308,248779
Lehigh Acres,FL,Florida,Lee,26.612,-81.6388,518.7,2,$308,186494
St. Cloud,MN,Minnesota,Stearns,45.534,-94.1718,660.1,2,$308,165414
Kenosha,WI,Wisconsin,Kenosha,42.5865,-87.8773,1359.8,2,$308,168386
Greenville,NC,North Carolina,Pitt,35.5943,-77.376,967.3,2,$308,163110
Arvada,CO,Colorado,Jefferson,39.832,-105.151,1193,2,$308,456633
Pearland,TX,Texas,Brazoria,29.5581,-95.3218,998,2,$307,270894
Independence,MO,Missouri,Jackson,39.0871,-94.3501,580.1,2,$307,130156
Texas City,TX,Texas,Galveston,29.4154,-94.9682,288.2,2,$307,143302
Redding,CA,California,Shasta,40.5698,-122.365,595.7,2,$307,291623
Lynchburg,VA,Virginia,Lynchburg,37.4003,-79.1909,638.3,2,$307,168685
Boulder,CO,Colorado,Boulder,40.0248,-105.2524,1594.5,2,$307,790422
Iowa City,IA,Iowa,Johnson,41.6559,-91.5303,1141.8,2,$306,230355
Rochester,MN,Minnesota,Olmsted,44.0154,-92.478,813.7,2,$306,236251
Berkeley,CA,California,Alameda,37.8722,-122.276,4554.9,2,$306,1107939
Waldorf,MD,Maryland,Charles,38.6085,-76.9194,827.9,2,$306,319284
The Villages,FL,Florida,Sumter,28.9034,-81.9887,963.1,2,$306,293334
Duluth,MN,Minnesota,St. Louis,46.7756,-92.1393,462.6,2,$305,176387
East Los Angeles,CA,California,Los Angeles,34.0326,-118.1691,6242.6,2,$305,476205
Saginaw,MI,Michigan,Saginaw,43.4199,-83.9501,1093.9,2,$305,44252
Clovis,CA,California,Fresno,36.8278,-119.683,1686.7,2,$305,360404
Leominster,MA,Massachusetts,Worcester,42.5209,-71.7717,557,2,$305,273872
Round Rock,TX,Texas,Williamson,30.527,-97.6642,1321.3,2,$305,282517
Monroe,LA,Louisiana,Ouachita,32.5185,-92.0774,623.7,2,$304,136170
Cambridge,MA,Massachusetts,Middlesex,42.3759,-71.1185,7111.9,2,$304,886040
Clearwater,FL,Florida,Pinellas,27.979,-82.7623,1713.6,2,$304,236961
Smithtown,NY,New York,Suffolk,40.8663,-73.2164,836.3,2,$304,540111
Seaside,CA,California,Monterey,36.6224,-121.8199,1473.9,2,$304,577893
West Jordan,UT,Utah,Salt Lake,40.6024,-112.0008,1375.6,2,$303,342532
Richardson,TX,Texas,Dallas,32.9716,-96.7093,1602.8,2,$303,326649
West Palm Beach,FL,Florida,Palm Beach,26.7469,-80.132,796.4,2,$303,275232
Temple,TX,Texas,Bell,31.1068,-97.3891,413.6,2,$303,157846
Burlington,VT,Vermont,Chittenden,44.4876,-73.2316,1598.1,2,$303,337895
Richmond,CA,California,Contra Costa,37.9477,-122.3389,1413.8,2,$303,555814
Westminster,CO,Colorado,Adams,39.8837,-105.0624,1403.7,2,$302,388315
Pottstown,PA,Pennsylvania,Montgomery,40.2508,-75.6445,1801.2,2,$302,134176
Brandon,FL,Florida,Hillsborough,27.9367,-82.3,1350.7,2,$302,224175
Rock Hill,SC,South Carolina,York,34.9415,-81.0241,721.9,2,$302,187395
Meridian,ID,Idaho,Ada,43.6116,-116.3977,1168.8,2,$302,349584
Coeur d'Alene,ID,Idaho,Kootenai,47.704,-116.7936,1234.6,2,$302,309000
Carlsbad,CA,California,San Diego,33.1246,-117.2834,1169.5,2,$301,899134
Lowell,MA,Massachusetts,Middlesex,42.6389,-71.3217,3157.7,2,$301,312303
Waterloo,IA,Iowa,Black Hawk,42.4918,-92.3522,424.2,2,$301,122337
North Charleston,SC,South Carolina,Charleston,32.9067,-80.0722,566.3,2,$301,203534
Gilroy,CA,California,Santa Clara,37.0046,-121.5854,1289.5,2,$301,776483
Downey,CA,California,Los Angeles,33.9379,-118.1311,3462,2,$300,607547
Gresham,OR,Oregon,Multnomah,45.5021,-122.4413,1816.5,2,$300,345970
Elgin,IL,Illinois,Kane,42.0383,-88.324,1137.8,2,$300,207678
Utica,NY,New York,Oneida,43.0962,-75.2261,1385,2,$300,105782
Broken Arrow,OK,Oklahoma,Tulsa,36.038,-95.7806,667.7,2,$300,179471
Costa Mesa,CA,California,Orange,33.6667,-117.9135,2759.3,2,$300,838291
Chico,CA,California,Butte,39.7578,-121.8161,1106,2,$299,364653
Sioux City,IA,Iowa,Woodbury,42.4959,-96.3901,545.1,2,$299,131314
League City,TX,Texas,Galveston,29.4874,-95.1087,793.9,2,$299,274966
Miami Gardens,FL,Florida,Miami-Dade,25.9433,-80.2426,2346.3,2,$299,248689
Pompano Beach,FL,Florida,Broward,26.2428,-80.1312,1787.3,2,$299,245722
San Buenaventura,CA,California,Ventura,34.2741,-119.2314,1913.6,2,$299,619703
Everett,WA,Washington,Snohomish,47.9525,-122.1669,1289.4,2,$298,394061
El Centro,CA,California,Imperial,32.7865,-115.5595,1415.5,2,$298,208246
Sugar Land,TX,Texas,Fort Bend,29.5935,-95.6358,1131.2,2,$298,345217
El Monte,CA,California,Los Angeles,34.0739,-118.0291,4602.2,2,$298,508851
Lewisville,TX,Texas,Denton,33.0454,-96.9815,1124,2,$298,253825
West Covina,CA,California,Los Angeles,34.0555,-117.9113,2547.4,2,$297,601965
Temecula,CA,California,Riverside,33.4928,-117.1315,1171.9,2,$297,491270
Bend,OR,Oregon,Deschutes,44.0563,-121.3095,1114.3,2,$297,459934
Salisbury,MD,Maryland,Wicomico,38.3756,-75.5865,920.1,2,$297,171152
Jacksonville,NC,North Carolina,Onslow,34.7289,-77.3941,587.7,2,$297,156497
Inglewood,CA,California,Los Angeles,33.9566,-118.3444,4654.5,2,$297,603974
Dearborn,MI,Michigan,Wayne,42.3127,-83.213,1502.1,2,$296,163468
Centennial,CO,Colorado,Arapahoe,39.5926,-104.8673,1446.3,2,$296,484664
Burbank,CA,California,Los Angeles,34.1879,-118.3235,2305.8,2,$296,835308
Edison,NJ,New Jersey,Middlesex,40.536,-74.3697,1282.5,2,$296,408530
Sparks,NV,Nevada,Washoe,39.5736,-119.7161,1088.7,2,$296,350284
Sandy Springs,GA,Georgia,Fulton,33.9366,-84.3703,1109.2,2,$295,490770
Bloomington,IN,Indiana,Monroe,39.1637,-86.5257,1406.4,2,$295,231493
Logan,UT,Utah,Cache,41.7399,-111.8422,1106.4,2,$295,239306
Kailua,HI,Hawaii,Honolulu,21.392,-157.7396,1882.8,2,$295,1063923
El Cajon,CA,California,San Diego,32.8017,-116.9604,2747.5,2,$295,486532
Hillsboro,OR,Oregon,Washington,45.5273,-122.936,1619.6,2,$295,386752
South Fulton,GA,Georgia,Fulton,33.6273,-84.58,446.7,2,$294,196173
Renton,WA,Washington,King,47.4784,-122.1918,1673,2,$294,478901
Mandeville,LA,Louisiana,St. Tammany,30.3751,-90.0904,681.3,2,$294,323813
San Mateo,CA,California,San Mateo,37.5522,-122.3121,3297.1,2,$294,1286652
Columbia,MD,Maryland,Howard,39.2004,-76.859,1274.5,2,$294,399064
Daly City,CA,California,San Mateo,37.6862,-122.4685,5418.5,2,$294,903859
Davie,FL,Florida,Broward,26.0789,-80.287,1168.4,2,$293,334325
Jurupa Valley,CA,California,Riverside,34.001,-117.4706,958.9,2,$293,411189
Brockton,MA,Massachusetts,Plymouth,42.0821,-71.0242,1732.8,2,$293,308056
Longmont,CO,Colorado,Boulder,40.1686,-105.1005,1284.8,2,$293,423268
Rialto,CA,California,San Bernardino,34.1175,-117.3892,1659.6,2,$293,346087
Eau Claire,WI,Wisconsin,Eau Claire,44.8197,-91.4948,807.5,2,$292,178415
Turlock,CA,California,Stanislaus,37.5053,-120.8588,1671.5,2,$292,344039
Woodbridge,NJ,New Jersey,Middlesex,40.5611,-74.2943,1656.6,2,$292,334738
Norwalk,CA,California,Los Angeles,33.9069,-118.0829,4157.4,2,$292,487755
Highlands Ranch,CO,Colorado,Douglas,39.5419,-104.9708,1702.6,2,$292,543862
Allen,TX,Texas,Collin,33.1088,-96.6735,1521.5,2,$292,343792
Wichita Falls,TX,Texas,Wichita,33.9072,-98.5291,561.1,2,$291,108785
Rio Rancho,NM,New Mexico,Sandoval,35.2873,-106.6982,366,2,$291,211184
Vacaville,CA,California,Solano,38.3587,-121.9673,1292.1,2,$291,473676
Spokane Valley,WA,Washington,Spokane,47.6626,-117.2346,1016.2,2,$291,250237
Charlottesville,VA,Virginia,Charlottesville,38.0375,-78.4855,1779.4,2,$291,355861
Idaho Falls,ID,Idaho,Bonneville,43.4871,-112.0362,940,2,$291,204452
Menifee,CA,California,Riverside,33.6909,-117.1849,772.4,2,$290,367985
Lee's Summit,MO,Missouri,Jackson,38.9171,-94.3816,598.2,2,$290,249915
Quincy,MA,Massachusetts,Norfolk,42.2506,-71.0187,2199,2,$290,482912
San Angelo,TX,Texas,Tom Green,31.4424,-100.4504,647,2,$290,148150
Lynn,MA,Massachusetts,Essex,42.4781,-70.9664,3386.9,2,$290,378489
Holland,MI,Michigan,Ottawa,42.7677,-86.0984,771.3,2,$289,181039
Santa Fe,NM,New Mexico,Santa Fe,35.6619,-105.9819,624,2,$289,310827
Vista,CA,California,San Diego,33.1896,-117.2386,2073,2,$289,527018
Orem,UT,Utah,Utah,40.2981,-111.6994,2030.5,2,$289,328902
Sunrise,FL,Florida,Broward,26.1547,-80.2997,2256.2,2,$289,225821
Compton,CA,California,Los Angeles,33.893,-118.2274,3688.9,2,$289,422732
Arden-Arcade,CA,California,Sacramento,38.6017,-121.3845,2275.6,2,$288,407289
South Gate,CA,California,Los Angeles,33.9447,-118.1926,5063.5,2,$288,470297
Santa Monica,CA,California,Los Angeles,34.0235,-118.481,4205.3,2,$288,1481225
Westminster,CA,California,Orange,33.7523,-117.9938,3494.6,2,$288,646231
San Leandro,CA,California,Alameda,37.7074,-122.1599,2622.4,2,$288,658203
Germantown,MD,Maryland,Montgomery,39.1755,-77.2643,2029.4,2,$287,356909
Bismarck,ND,North Dakota,Burleigh,46.8143,-100.7694,817.5,2,$287,252976
Clifton,NJ,New Jersey,Passaic,40.863,-74.1575,2917.6,2,$287,369617
State College,PA,Pennsylvania,Centre,40.7909,-77.8567,3567.5,2,$287,336586
Hawthorne,CA,California,Los Angeles,33.9147,-118.3476,5417.3,2,$287,644753
Lawrence,MA,Massachusetts,Essex,42.7002,-71.1626,4458.5,2,$287,310752
Citrus Heights,CA,California,Sacramento,38.6948,-121.288,2380.9,2,$286,347169
Whittier,CA,California,Los Angeles,33.9678,-118.0188,2235.7,2,$286,629077
Deerfield Beach,FL,Florida,Broward,26.305,-80.1277,2087.9,2,$286,185488
Upper Darby,PA,Pennsylvania,Delaware,39.949,-75.2891,4089.1,2,$286,157407
Cicero,IL,Illinois,Cook,41.8445,-87.7593,5363.3,2,$286,189736
Pine Hills,FL,Florida,Orange,28.5818,-81.4692,2577.7,2,$286,179963
Buena Park,CA,California,Orange,33.8572,-118.0046,3015.2,2,$285,626969
Miami Beach,FL,Florida,Miami-Dade,25.8171,-80.1396,4489.1,2,$285,450880
Alhambra,CA,California,Los Angeles,34.084,-118.1355,4275.8,2,$285,654546
Silver Spring,MD,Maryland,Montgomery,39.0028,-77.0207,3970.7,2,$285,536178
Lakewood,CA,California,Los Angeles,33.8471,-118.1222,3272.3,2,$285,619982
Mountain View,CA,California,Santa Clara,37.4001,-122.0796,2586.4,2,$285,1576089
New Rochelle,NY,New York,Westchester,40.9304,-73.7836,2979.1,2,$285,573253
Lebanon,PA,Pennsylvania,Lebanon,40.3412,-76.4228,2388.4,2,$285,104784
Somerville,MA,Massachusetts,Middlesex,42.3908,-71.1014,7600.3,2,$285,746630
Tustin,CA,California,Orange,33.7311,-117.8107,2805.2,2,$285,735082
Milpitas,CA,California,Santa Clara,37.4336,-121.8921,2153,2,$285,995231
Bellflower,CA,California,Los Angeles,33.888,-118.1271,4818.3,2,$285,533962
Evanston,IL,Illinois,Cook,42.0464,-87.6943,3671.6,2,$285,411360
Alameda,CA,California,Alameda,37.7668,-122.267,2949.8,2,$285,973015
Cheyenne,WY,Wyoming,Laramie,41.135,-104.7902,767.1,2,$285,241117
Watsonville,CA,California,Santa Cruz,36.9206,-121.7708,2981,2,$285,541187
Davis,CA,California,Yolo,38.5553,-121.737,2657.8,2,$284,699010
Pawtucket,RI,Rhode Island,Providence,41.8744,-71.3743,3199.5,2,$284,228546
New Britain,CT,Connecticut,Hartford,41.6759,-72.7862,2090.9,2,$284,165962
Lauderhill,FL,Florida,Broward,26.1605,-80.2241,3256.7,2,$284,194961
Centreville,VA,Virginia,Fairfax,38.839,-77.4389,2401.1,2,$284,461237
Mount Vernon,NY,New York,Westchester,40.9136,-73.8291,5943.4,2,$284,379538
Baldwin Park,CA,California,Los Angeles,34.0829,-117.9722,4404.7,2,$284,464507
Camden,NJ,New Jersey,Camden,39.9361,-75.1073,3192.4,2,$284,86222
Tamarac,FL,Florida,Broward,26.2056,-80.2539,2212.1,2,$284,192555
Redondo Beach,CA,California,Los Angeles,33.8577,-118.3765,4148.2,2,$284,1027697
Wilmington,DE,Delaware,New Castle,39.7415,-75.5416,2503.9,2,$284,177061
Bayonne,NJ,New Jersey,Hudson,40.6668,-74.1158,4318.5,2,$284,358638
Passaic,NJ,New Jersey,Passaic,40.8574,-74.1282,8600.8,2,$284,346049
East Orange,NJ,New Jersey,Essex,40.7651,-74.2117,6355.4,2,$284,241821
Gaithersburg,MD,Maryland,Montgomery,39.1346,-77.2131,2539.2,2,$284,425847
Eastvale,CA,California,Riverside,33.9617,-117.5803,2003.6,2,$284,614539
Union City,NJ,New Jersey,Hudson,40.7675,-74.0323,20421.9,2,$284,382175
Lynwood,CA,California,Los Angeles,33.924,-118.2016,5553.4,2,$284,448207
Skokie,IL,Illinois,Cook,42.036,-87.74,2428.5,2,$284,333936
Schenectady,NY,New York,Schenectady,42.8025,-73.9275,2334.1,2,$284,118246
South San Francisco,CA,California,San Mateo,37.6538,-122.4196,2805.8,2,$284,964694
Brentwood,NY,New York,Suffolk,40.7839,-73.2522,2212.3,2,$284,351346
Malden,MA,Massachusetts,Middlesex,42.4305,-71.0576,4647.1,2,$284,491269
Florence-Graham,CA,California,Los Angeles,33.9682,-118.2447,7127.9,2,$284,423031
Twin Rivers,NJ,New Jersey,Mercer,40.2631,-74.4917,2208.1,2,$284,235525
La Habra,CA,California,Orange,33.9282,-117.9515,3207.1,2,$283,598785
Montebello,CA,California,Los Angeles,34.0155,-118.1108,2906.8,2,$283,554048
North Bergen,NJ,New Jersey,Hudson,40.7938,-74.0242,4599.5,2,$283,384854
Brookline,MA,Massachusetts,Norfolk,42.3243,-71.1408,3382.6,2,$283,1054503
Pico Rivera,CA,California,Los Angeles,33.9901,-118.0888,2902.3,2,$283,490729
The Hammocks,FL,Florida,Miami-Dade,25.67,-80.4482,3117.2,2,$283,351285
Monterey Park,CA,California,Los Angeles,34.0497,-118.1326,3049.6,2,$283,668403
La Mesa,CA,California,San Diego,32.7703,-117.0204,2557,2,$283,599771
Gardena,CA,California,Los Angeles,33.8943,-118.3072,3934.5,2,$283,557472
Revere,MA,Massachusetts,Suffolk,42.4189,-71.004,3614.7,2,$283,431152
Medford,MA,Massachusetts,Middlesex,42.4234,-71.1087,2778.9,2,$283,588087
Cupertino,CA,California,Santa Clara,37.3168,-122.0466,2038.2,2,$283,2000001
North Miami,FL,Florida,Miami-Dade,25.9008,-80.1686,2851.4,2,$283,246585
Taylorsville,UT,Utah,Salt Lake,40.6569,-111.9493,2133,2,$283,290894
Irvington,NJ,New Jersey,Essex,40.7243,-74.2317,7183.6,2,$283,229485
West Allis,WI,Wisconsin,Milwaukee,43.0068,-88.0296,2030.7,2,$283,155662
Union,NJ,New Jersey,Union,40.6953,-74.2697,2505.6,2,$283,349873
White Plains,NY,New York,Westchester,41.022,-73.7547,2306.7,2,$283,552276
Hoboken,NJ,New Jersey,Hudson,40.7452,-74.0281,16455.4,2,$283,774955
South Whittier,CA,California,Los Angeles,33.9336,-118.0312,4239.9,2,$283,552689
Margate,FL,Florida,Broward,26.2466,-80.2119,2576.9,2,$283,204585
Oak Lawn,IL,Illinois,Cook,41.7139,-87.7528,2497.1,2,$283,221992
Carson City,NV,Nevada,Carson City,39.1511,-119.7476,147.6,2,$283,325739
Fountainebleau,FL,Florida,Miami-Dade,25.7723,-80.346,5773.6,2,$283,221013
Coconut Creek,FL,Florida,Broward,26.2803,-80.1842,2105.2,2,$283,241093
Fountain Valley,CA,California,Orange,33.7105,-117.9514,2388.5,2,$282,816587
Berwyn,IL,Illinois,Cook,41.8433,-87.7909,5424,2,$282,244488
National City,CA,California,San Diego,32.6654,-117.0983,3223.3,2,$282,450674
Arcadia,CA,California,Los Angeles,34.1342,-118.0373,2016,2,$282,1147538
New Brunswick,NJ,New Jersey,Middlesex,40.487,-74.445,4131.4,2,$282,269940
Huntington Park,CA,California,Los Angeles,33.98,-118.2167,7414.5,2,$282,451491
Perth Amboy,NJ,New Jersey,Middlesex,40.5202,-74.2724,4272.5,2,$282,282825
Tamiami,FL,Florida,Miami-Dade,25.7556,-80.4016,3054.8,2,$282,340762
Westchester,FL,Florida,Miami-Dade,25.7471,-80.3523,2644.4,2,$282,367137
Plainfield,NJ,New Jersey,Union,40.6154,-74.4157,3255.8,2,$282,286978
Oak Park,IL,Illinois,Cook,41.8872,-87.7899,4280.3,2,$282,408771
Paramount,CA,California,Los Angeles,33.8977,-118.1651,4406.9,2,$282,396263
Aspen Hill,MD,Maryland,Montgomery,39.0927,-77.0826,2189.9,2,$282,440071
Kendale Lakes,FL,Florida,Miami-Dade,25.7081,-80.4078,2664.8,2,$282,299845
Aloha,OR,Oregon,Washington,45.492,-122.8725,2819.8,2,$282,370010
Levittown,NY,New York,Nassau,40.7241,-73.5125,2905.6,2,$282,444961
West New York,NJ,New Jersey,Hudson,40.7857,-74.0094,20495.1,2,$282,368223
Bloomfield,NJ,New Jersey,Essex,40.8098,-74.1869,3598,2,$282,359909
Placentia,CA,California,Orange,33.8807,-117.8553,3039.4,2,$282,698045
Aliso Viejo,CA,California,Orange,33.5792,-117.7289,2808.9,2,$282,685612
Wheaton,MD,Maryland,Montgomery,39.0492,-77.0573,2865.4,2,$282,398753
Rosemead,CA,California,Los Angeles,34.0689,-118.0823,4028.1,2,$282,610356
Florin,CA,California,Sacramento,38.4832,-121.4043,2164.1,2,$282,291075
Country Club,FL,Florida,Miami-Dade,25.9407,-80.3102,4661.4,2,$282,277153
Covina,CA,California,Los Angeles,34.0903,-117.8818,2622.4,2,$281,571654
Lakewood,OH,Ohio,Cuyahoga,41.4822,-81.8008,3483.2,2,$281,185309
North Bethesda,MD,Maryland,Montgomery,39.0393,-77.1191,2163.6,2,$281,595727
Cypress,CA,California,Orange,33.8171,-118.0386,2868.8,2,$281,702066
Cerritos,CA,California,Los Angeles,33.8678,-118.0686,2185,2,$281,763669
Rye,NY,New York,Westchester,41.0075,-73.6872,2598.6,2,$281,585665
North Highlands,CA,California,Sacramento,38.6713,-121.3721,2132.2,2,$281,264826
Antelope,CA,California,Sacramento,38.7153,-121.361,2737.4,2,$281,361060
Everett,MA,Massachusetts,Middlesex,42.4064,-71.0545,5229.7,2,$281,476308
University,FL,Florida,Hillsborough,28.0771,-82.4335,2948.4,2,$281,119418
La Mirada,CA,California,Los Angeles,33.9025,-118.0093,2382.3,2,$281,629773
Arlington,MA,Massachusetts,Middlesex,42.4187,-71.1639,3406.7,2,$281,736685
Hackensack,NJ,New Jersey,Bergen,40.8891,-74.0462,4077.8,2,$281,296198
Cleveland Heights,OH,Ohio,Cuyahoga,41.5113,-81.5636,2114.8,2,$281,139552
Whitney,NV,Nevada,Clark,36.1008,-115.0379,2522.2,2,$281,217100
North Lauderdale,FL,Florida,Broward,26.2113,-80.2209,3691.5,2,$281,197922
Salem,MA,Massachusetts,Essex,42.5129,-70.9021,2018.1,2,$281,396761
Rohnert Park,CA,California,Sonoma,38.3479,-122.6965,2255.4,2,$281,542649
Freeport,NY,New York,Nassau,40.6515,-73.585,3625.8,2,$281,386351
Oakland Park,FL,Florida,Broward,26.178,-80.1528,2303.6,2,$281,265326
Wilkes-Barre,PA,Pennsylvania,Luzerne,41.2469,-75.876,2300.6,2,$281,84717
Campbell,CA,California,Santa Clara,37.2802,-121.9539,2723.4,2,$281,1251394
San Bruno,CA,California,San Mateo,37.6256,-122.4313,3141.9,2,$281,1028066
Concord,NH,New Hampshire,Merrimack,43.2305,-71.5595,262.6,2,$281,244784
Greenacres,FL,Florida,Palm Beach,26.627,-80.1371,2654,2,$281,189480
North Miami Beach,FL,Florida,Miami-Dade,25.9302,-80.1659,3413.3,2,$280,230958
Hicksville,NY,New York,Nassau,40.7637,-73.5245,2414.1,2,$280,510299
Jefferson City,MO,Missouri,Cole,38.5676,-92.1759,456.9,2,$280,169684
Woonsocket,RI,Rhode Island,Providence,42.001,-71.4993,2074.3,2,$280,207415
Annandale,VA,Virginia,Fairfax,38.8324,-77.196,2078,2,$280,544087
Teaneck,NJ,New Jersey,Bergen,40.89,-74.0107,2586.2,2,$280,428988
Hallandale Beach,FL,Florida,Broward,25.9854,-80.1423,3646.6,2,$280,230855
Culver City,CA,California,Los Angeles,34.0058,-118.3968,2939.2,2,$280,970152
Annapolis,MD,Maryland,Anne Arundel,38.9706,-76.5047,2106.8,2,$280,425941
Montclair,NJ,New Jersey,Essex,40.8253,-74.2111,2391.3,2,$280,658072
Valley Stream,NY,New York,Nassau,40.6647,-73.7043,4162,2,$280,469420
Chelsea,MA,Massachusetts,Suffolk,42.3959,-71.0325,6939.7,2,$280,387381
Waipahu,HI,Hawaii,Honolulu,21.3859,-158.0101,5518.4,2,$280,663341
Bell Gardens,CA,California,Los Angeles,33.9663,-118.155,6558.7,2,$280,408960
Lincoln Park,MI,Michigan,Wayne,42.2432,-83.1811,2416.3,2,$280,91801
Aventura,FL,Florida,Miami-Dade,25.9566,-80.1371,5416.6,2,$280,346948
Fort Lee,NJ,New Jersey,Bergen,40.8509,-73.9713,5803.5,2,$280,349087
San Gabriel,CA,California,Los Angeles,34.0949,-118.099,3737.1,2,$280,769970
Park Ridge,IL,Illinois,Cook,42.0125,-87.8436,2039.1,2,$280,454850
Keizer,OR,Oregon,Marion,45.0028,-123.0243,2117.6,2,$280,302836
Mission Bend,TX,Texas,Fort Bend,29.6948,-95.6658,3134.2,2,$280,167916
La Presa,CA,California,San Diego,32.711,-117.0027,2627.4,2,$280,465646
La Puente,CA,California,Los Angeles,34.0323,-117.9533,4415.2,2,$280,466717
Stanton,CA,California,Orange,33.8003,-117.9935,4770.9,2,$280,398339
East Meadow,NY,New York,Nassau,40.7197,-73.5604,2327.3,2,$280,508190
Belleville,NJ,New Jersey,Essex,40.795,-74.1617,4257.2,2,$279,320108
Northglenn,CO,Colorado,Adams,39.9108,-104.9783,2056.3,2,$279,351501
Montclair,CA,California,San Bernardino,34.0715,-117.6981,2795.2,2,$279,417367
Richmond West,FL,Florida,Miami-Dade,25.6105,-80.4297,3435.8,2,$279,348803
Hanover Park,IL,Illinois,DuPage,41.9818,-88.1446,2273.3,2,$279,216076
Foothill Farms,CA,California,Sacramento,38.6867,-121.3475,3282.5,2,$279,287571
Kendall West,FL,Florida,Miami-Dade,25.7065,-80.4388,5335.8,2,$279,294257
Richfield,MN,Minnesota,Hennepin,44.8763,-93.2829,2065.2,2,$279,259208
Kearns,UT,Utah,Salt Lake,40.6519,-112.0095,3039.8,2,$279,239317
Elmont,NY,New York,Nassau,40.7033,-73.7078,4104.3,2,$279,451402
Temple City,CA,California,Los Angeles,34.1022,-118.0579,3442.3,2,$279,775522
Chillum,MD,Maryland,Prince George's,38.9666,-76.9791,3919.4,2,$279,334892
Winchester,NV,Nevada,Clark,36.1365,-115.137,2826.8,2,$279,209700
South Miami Heights,FL,Florida,Miami-Dade,25.5886,-80.3862,2807.2,2,$279,280932
Egypt Lake-Leto,FL,Florida,Hillsborough,28.0177,-82.5062,2468.7,2,$279,210490
Buenaventura Lakes,FL,Florida,Osceola,28.3349,-81.3539,2431.2,2,$279,215735
Westmont,CA,California,Los Angeles,33.9417,-118.3018,7355.3,2,$279,527175
Lauderdale Lakes,FL,Florida,Broward,26.1682,-80.2017,3782.9,2,$279,158739
West Hollywood,CA,California,Los Angeles,34.0883,-118.3719,7263,2,$279,783889
Norristown,PA,Pennsylvania,Montgomery,40.1225,-75.3398,3777.5,2,$279,167640
Manhattan Beach,CA,California,Los Angeles,33.8894,-118.3967,3441.2,2,$279,1979075
Midvale,UT,Utah,Salt Lake,40.6148,-111.8927,2200.6,2,$279,301566
Watertown Town,MA,Massachusetts,Middlesex,42.37,-71.1774,3454,2,$279,640879
College Park,MD,Maryland,Prince George's,38.996,-76.9337,2217,2,$279,359355
University City,MO,Missouri,St. Louis,38.6657,-90.3315,2256,2,$279,279914
Fair Lawn,NJ,New Jersey,Bergen,40.9359,-74.1177,2480.2,2,$278,447909
Long Beach,NY,New York,Nassau,40.5887,-73.666,5828.1,2,$278,566889
Montgomery Village,MD,Maryland,Montgomery,39.1788,-77.1954,3422.7,2,$278,322288
Fair Oaks,VA,Virginia,Fairfax,38.8653,-77.3586,2665.6,2,$278,493286
Eastchester,NY,New York,Westchester,40.9536,-73.8133,2606.8,2,$278,663509
Eastpointe,MI,Michigan,Macomb,42.4657,-82.9461,2412.1,2,$278,94863
Huntington Station,NY,New York,Suffolk,40.8446,-73.405,2370.1,2,$278,411281
North Providence,RI,Rhode Island,Providence,41.8616,-71.4575,2228.5,2,$278,256287
Golden Glades,FL,Florida,Miami-Dade,25.9129,-80.2013,2704.2,2,$278,270211
Bell,CA,California,Los Angeles,33.9801,-118.1798,5434.4,2,$278,450933
City of Orange,NJ,New Jersey,Essex,40.7681,-74.2348,5334.3,2,$278,268119
Mount Lebanon,PA,Pennsylvania,Allegheny,40.3752,-80.0494,2020.4,2,$278,306013
Foster City,CA,California,San Mateo,37.5553,-122.2659,3370,2,$278,1484090
Englewood,CO,Colorado,Arapahoe,39.6468,-104.9942,2050.3,2,$278,409339
Glendale Heights,IL,Illinois,DuPage,41.9196,-88.0785,2428,2,$278,208673
Baldwin,NY,New York,Nassau,40.6511,-73.6075,3091.4,2,$278,449528
Dana Point,CA,California,Orange,33.4733,-117.6967,2010.3,2,$278,967076
